review_date,reviewer,star,helpful,text,course_name
2022-05-12,Kimerlie T,5,0,"A​s a beginner in the Data Analytics field, this course was very simple. Simple in the way where, if you know NOTHING about data analytics, you will be okay! I was super nervous but each week was mapped out with videos, readings, testimonies from Googlers, and interactive activities that help you really understand the information. I would recommend this course if anyone is interested in diving into the world of data analytics. ",foundations-data
2022-04-20,Elias W,5,0,"Hi, 
My name is Elias Wolde I can give for this course 4 1/2
This course is very useful to me, it gives me the motivation to learn more about SQL I would like to learn about SQL if I get this opportunity I am happy to learn. now my a big concern is to get a job in this profession. if I get a job in this profession I am blessed and my dream came true. again thank you Coursera ( The  American Dream Academy) for this opportunity.",foundations-data
2022-01-09,Luis S,5,0,"When I started the course I did not know anything about what a data analyst do, I finished the course with more knowledge, more structured. The course was well conducted, it is very technical, but it is accessible, it is easy to follow, it gives the foundations to be a data analyst. The well-selected instructor explains and develops his program very well, I am excited to follow him. In general terms I liked the basic course.",foundations-data
2021-10-20,TJax,5,0,"S​ome of the terms are confusing because it seems like they're defined ambiguously in some cases, and then a bit differently in another area that has made it harder to know the exact answer. I really liked Tony, and the other people in the videos. At first I wanted to speed through them because I thought it was wasting time, but I realized they do quickly tie it to a topic. I feel like it was a very good introductory course!",foundations-data
2021-10-30,Manish K S,5,0,"This course gives you a glimpse of the DATA Analyst World. It will clarify all the doubts that we have about the term ""DATA SCIENCE"". It will show how we do data analysis in everyday life and what is the power of data in solving both micro and macro challanges in both personal and professional life.
This course shows you how to step into the data science world and use the unlimited power of DATA to see the future potentials.

",foundations-data
2021-05-09,Di C,5,0,"The best course that I had passed. The course is introduction to Data Analyst specialization, but it provides the big-picture vision, full description with a lot practical examples, and without redundant theory. Of course, the technical tools, the notifications to email, the file templates to hands-on assignments, the video lessons and presentation are wonderful, useful and comfortable. I feel that I spent my time the best.",foundations-data
2021-10-05,Sakshi G,5,0,"The course content was excellent and focused on the basics, the foundation of any learning path. The quizzes and case studies were also good in level as they compelled me into thinking of different scenarios. However, I wish there could have been more business case studies in the assignments. 

Thanks to all the Googlers who took the extra responsibility to make their knowledge and learnings reach out to the other learners.",foundations-data
2021-09-02,Jane K,5,0,"I liked the way the content was presented for this course; it was very engaging, with varied mediums and approaches to getting the students engaged (there was a forum, written responses, multiple choice quizzes, the option to ""like"" and ""dislike"" content, etc.). I wished there were a few more videos and maybe some more animated visualizations though; I think the videos and tutorials really help to let the concepts sink in.",foundations-data
2022-02-26,Zoulikha S,5,0,"Thank you to Google for giving me an opportunity to learn, which was a wonderful experience, and I benefited a lot from it, represented in the possibility of solving problems and developing work in scientific ways and means, even though I am Arabic and I am not fluent in English, but my insistence on taking lessons in English in order to learn language terminology English increased my love to learn the English language.",foundations-data
2021-08-13,Lisa B,5,0,"​I really appreciated that this course had different types of learning such as reading, videos, reflection, and practice items. With the videos being short, I was never bored and all the speakers were easy to understand and listen to. I only wish there was more practice items as far as SQL was concerned but the course did provide links to places you could practice SQL and I'm assuming we'll learn more in another course.",foundations-data
2022-10-04,Wojtek K,5,0,"I am very satisfied with the course. 
In my case, the way the material is divided up (number of chapters vs the amount the information) and motivating to continue learning deserves special praise. 
The exams, called ""challenges"" are not overwhelming. In addition, the questions verify understanding of the issue and reward the ability to apply the information learned. Less frequently, they verify terminology and details. ",foundations-data
2021-09-01,Kevin S,5,0,"Very nice, terrific ""Foundations: Data, Data, Everywhere"" : Actually, even not 100% sticking to my head now, comparing to beginning of this course, i feel i'm getting know to the concepts and how to proceed for data analysis process. I'll back here when i need to refresh what i had learned later. Many thanks to all instructors guiding us try to recognize the entrance of data analysis process. Best regards, Kevin Song ~",foundations-data
2021-11-19,bobby j,5,0,"My experience with this course was great. I have a formal background in Finance and worked within Financial Services for 5 years, but have been growing an interest in other fields and careers. I have experience with SQL and spreadsheets, but I never thought I was competent enough to be a data analyst. After this Course I feel more secure in myself and my experience to go forward with the confidence that I can do this.",foundations-data
2021-04-13,Melvin Y,5,0,"I'm really happy and impressed by this course so far. The pace is just nice and though we didn't have a formal sort of test or evaluation for the course, the knowledge transfer and test along the way was very effective that makes you realised that you really learned alot and I could apply it throughout the entire course. I'm ready to bring it forward to the rest of the courses and deep dive further. Thank you Google! ",foundations-data
2022-09-05,el m j,5,0,"Foundations: Data, Data, Everywhere Certification by Coursera introduces  learners to the domain of data analytics with a hands-on curriculum  curated by Google. The course material deals with ample key data  analytics topics comprehensively and provides learners with  industry-oriented learning through practice exercises, expert training  and readings. The course will be delivered by current Google data  analysts. ",foundations-data
2022-05-22,Lalith k,5,0,"This course was a great starter for a beginner like me who wanted someone to guide them through the subject and what its real world applications are, the language and terminology were easy to understand and the faculty teaching us had great methods to make us understand the concepts as easily as possilble.
I would recomend this to any beginner who wants to have a deeper understanding of the subject of data analytics.",foundations-data
2022-02-14,Kathryn H,5,0,"I​ really enjoyed this course! It's aptly titled because it does set you up with a foundation for what will be further learned down the road. One thing that I really appreciate is the mix of different activities, so different types of learners would at least be able to enjoy some aspect of the course's presentation of the material. I'm excited to continue on this journey in Google's professional certificate program!",foundations-data
2021-10-09,Michael A,5,0,"I​ genuinely enjoyed this first course and find the journey engaging. My only neutral feedback is that some self-reflections or practices were worded in a way that confused me and made me think I was on the wrong chapter, wording things like ""Now that you know that right questions to ask..."" when I haven't gotten to that chapter yet, but other than that, I truly enjoyed this chapter and it's a 5 stars in my opinion.",foundations-data
2021-05-01,Joy D S,5,0,This course was so awesome. As a student of data analysis I recommend everyone to do this course to get a clear and better idea about data analysis approach and path.  This course will just guide you to do your best and give you clear idea about the responsibilities and a clear vision about data analysis. And I must say that the instructor is awesome. He explained everything clearly though some topics were complex.,foundations-data
2022-04-21,Anis U R ,5,0,"it's an amazing course, I feel like I have already become a data analyst. though the video lectures are a little slow for me so I have to watch the videos fast-forward, also I recommend writing your notes from day one, as there is so little information in the lectures which you don't want to miss out. I thank Coursera and Google for creating such an amazing course. Looking forward to completing the specialization.",foundations-data
2022-01-06,Madeline V,5,0,"This first course in the Data Analytics Google Certification really builds your confidence in your ability to finish the certification.  The pace is pretty slow, reinforcing the information you are currently learning.  If every course in the certification is paced a similar way then I think that most people will be able to learn a lot of functional information about data analysis from the certification as a whole.",foundations-data
2021-12-26,Adel S,5,0,"This was a great course providing clear difinitions to identify each step in data analysis processing step-by-step to help data analyst define and organize and prioritize the data analysis work flow stage after another till the final step that the data become ready to make use of, data driven decision making., 
was a vary much informative, educative, and enjoyable course indeed, looking forward to the next courses. ",foundations-data
2021-04-12,David K (,5,0,"Totally love how simple the explanation of this course for beginner like us to understand the world of Data and how can data help us on our daily life in every sector. Learning the skills and how to apply. And it also change the way how we thought of thing or question. Like why this month my sales has been increase 1 fold compare to last month figure out the roots problem, learn and apply it to the new strategy.  ",foundations-data
2022-07-11,Salil N,5,0,The course is amazing. Before starting this course I had no idea about data . Now I have a good knowledge in SQL and other concepts of data analysis. Now I understand the applications of data in everydaylife like in a zoo or in a business. This course help me to boost my skill and also I have a google certificate which boost my career. Thank you Coursera and thank you Google for providing this amazing  content. ,foundations-data
2022-03-08,Violeta G,5,0,"Thanks Tony  and everybody contributing to this course, it was very structured, easy to understand, balanced between theory and practice, at the end, ideal for learning.  
I'm starting to dream about how skilled I will become at the end of the 8 courses.
I graduated from Tec Monterrey (Mexico) as Computer Systems Engineer in 1984, but am outdated, you are helping me to get back in action
Gracias a todos :) :) :)",foundations-data
2022-02-13,Edgar H,5,0,The course was insightful and it touched on a lot of informationbut it tied in nicelyand helps you gain full insight of what a career in this field requires. The quizzes in the video presentation help reinforce the presentors points and helps the student retain the information. I was pleasantly surprised with the infromation I've learned and I'm looking forward with continuing my learning with this next course.,foundations-data
2022-08-24,Asfandyar F,5,0,"The course is truely amazing especially the presenters from Google give you the real time infor,mation about the course and over all idea about the job as well in tech giants like Google and the teching method is also very interesting with quizes and assignments. It gives me more motivation to complete this course as soon as possbile. Thanks to google and Thanks to coursera which give us the platform to learn. ",foundations-data
2021-10-31,Ryan K,5,0,"This is a fantastic start to a data analysis course. I have taken a few different courses so far. This one stood out in how the instructors motivate and encourage learning. They make you feel like you can do it. And there is a lot of substance to this course as well. You'll learn the basics of SQL, spreadsheets, and what questions to ask when starting a data analysis project. Overall, a great starting course!",foundations-data
2021-07-22,Sam R,5,0,"Great introduction into the field of data analytics. Introduces the basic concepts needed to excel in the career, and touches upon the skills that would help kickstart your career into such jobs. Would highly recommend for those interested in data analytics and curious to see what they will be getting themselves into. Also ties in with the other courses part of the Google Data Analytics Certification program.",foundations-data
2021-07-10,Janardhan C,5,0,"It's a great initiation by Google and  Coursera and I appreciate it. It is a great learning experience with videos, readings, Learning Log, discussion forum. This course is easy to access and learning. I enjoy it a lot with the course. And its wonderful chance to complete Google Data Analytics Professional Certificate skills that will have job-ready in less than 6 months with no degree or experience required.
",foundations-data
2022-04-11,Cihan G,5,0,Course is amazing! I had pre interview  last week and it was first time in my life for this branche. They sent me a link for some coding game program. The quiz method was almost the same which i had when I had at the and of first chapter of this course. Amazing! I am feeling that i am getting everyday more close to be Data Analyst. That makes me happy. Thanks for everybody who helped to create this course.,foundations-data
2022-08-07,Yahya M A S,5,0,"It is a great introductory course which lights up the path for me, and lets me understand the importance of data and how it drives changes in different industries.
this course helps me understand why data is so important in our life and its impact on decision making, how data analytics affect in real life, and it gives me an idea of what is next in each of the subsequent courses clearly 
thanks Tony a lot",foundations-data
2021-11-22,Rahul R,5,0,"An absolute gem of Instruction to start with!!!
Rather than directly deep diving into tools necessary ,the important aspects of how should a data analyst be is given preference here ,this really helps how to view the data world in a broader sense. This also highlights qualities of Data Analyst ,life cycle of data etc. It was a revelation to really get a perspective on how to be thinking like a Data Analyst",foundations-data
2022-10-02,Brandon P,5,0,"I​t was just the first introduction, but it made me feel welcome immediately. I went on discussion forums and found people that were posting within minutes of when I posted like we were in class at the same time. It was easy to understand and fun to do spreadsheet and SQL work. The quizzes were easy, but I definitely had to take notes. The Googlers were all great teachers and ambassadors for this course. ",foundations-data
2022-04-26,Baktiaji B,5,0,"Such a great experience to learn in this course, this is the first time I found a wonderful institute who gave the participants in this course a good facility such as financial aid. It's really giving every learner more interest to explore what they want to learn.  Keep up and make it easy to educate everyone and everywhere.  Hopefully this course always supports those who want to explore something here.  

",foundations-data
2022-01-24,Ajimas C,5,0,"It is a great course. What I like the most are both the self-reflection and study case. That's what I need, doing a case study directly after I got the theory. It would be nothing if you jus watching the video without practicing. This course allows me think in real life cases so that I could implement the framework as a data analyst to analyze the data from ask, prepare, process, analyze, share, and act.",foundations-data
2022-06-22,David M,5,0,"even though I practice the art of data analysis almost daily in my job. This course by itself opened my eyes to the in depth procecess that go into the science of data analysis. I am looking forward to the rest of the courses; This course was very well put together, challenging in that it made think deeper inside my thought patterns to answer the questions.  All in all,  just makes me better all around. ",foundations-data
2022-08-31,Nurah D I M,5,0,"I really don't know what to say, this is the first time for me to complete an online course, your teaching methods really are mind blowing, you know when to add a motivation video, and how to keep the learner exaited to learn more. 

I`m really speachless now, I can`t thank you enugh, especially
for theses 2 topics contents
1.Data analyst roles and job descriptions.
2. Samah: Interview best practices
",foundations-data
2022-01-09,Eleni M,5,0,"T​hank you so much for this well thought and well presented introductory course. It was extremely well-structured, the content was meaningful and the materials just about right: very engaging, containing several additional resources and the option to collect everything in our Drive. Looking forward to the rest of the courses and completing the certificate. So many ideas about future projects already!",foundations-data
2021-10-04,rachit j,5,0,I really like the way they started with very basics of everything and having quizzes in between keep the momentum up! :) Though it seems to be very simple in the start but gaining 100% in the quizzes will surely boost up the moral.(Who don't like to score 100% ;-) ). This course will surely motivates and help increase curiosity in each and everyone who is going to opt for this course. THANK YOU Tony!,foundations-data
2022-01-14,Flynn F,5,0,"This was a wonderful introduction to Data Analytics. It really helped get me excited to learn more about the world of data analysis. I had done some research on my own before choosing this course and this intro definitely helped me understand exactly what I was getting into. It's a lot of work, but if you're passionate about data it will all be worth it once you are finished with the entire program. ",foundations-data
2021-11-12,Priya J,5,0,"The course is the foundation to understand what is data and what is Data Analysis It has been broken down into pieces and taught so well, that I took 2 weekends to complete this course (Just 4 days). The fact that I was already a bit aware of spreadsheets, queries, etc. helped me increase the pace. However, the course is still very easily doable, and creates an enthusiasm to learn more in the field.",foundations-data
2021-08-23,John O,5,0,"This course was an eye opener for me as it concerns data analysis, a field I am so passionate about. I really got to learn more as regards data and how it is analyzed. The lectures and activities were very helpful in shaping my thoughts in this great field. I am set to be an analytic and still open to learning more. Thanks Tony and every other contributors, looking forward to continue this program.",foundations-data
2022-06-11,Ricardo A,5,0,"Good course for newcomers and anyone exploring the posibility of a career change. Basic skills taught in this course include but are not limited to; 
The five analytical skills
The five key aspects of analytical thinking
Data-driven decision making
Phases of data analysis 
Stages of data life cycle
Data visualization
Basic spreadsheets and query languages
Fairness when collecting and analyzing data",foundations-data
2021-04-13,Sophie G,5,0,"My only suggestion is to please provide feedback after quizzes if you pass without a perfect score! Sometimes I will get an answer wrong but have no idea why it is wrong. It is more effective for me to see the answer right there as opposed to having to go back and reread or watch material. I can see the question and answer and better understand what I got wrong, and also take note of it for later. ",foundations-data
2022-07-05,Quang C,5,0,"This is an excellent course for those who gets used to with data field. In this course, you will learn the fundamentals of data analysis as well as required knowledge and skills for a data analyst career. For people who still wonder between the data analyst, data scientist and data engineer or any specific job of data field, you will learn the basic different approaches of these specific careers.",foundations-data
2022-01-09,James K,5,0,"I very much enjoyed this introduction to Data Analytics!  It taught me several things that I have considered, however, this course challenged me to think deeper and to consider even more.  Something I would like to see improved would be to have some vehicle to ask questions and receive feedback to solidify concepts and clarify trouble areas.  I am excited to continue my journey in Data Analytics!",foundations-data
2021-05-20,Thư T H A,5,0,"It is an interesting course for a beginner like me. I find it so inspiring to take my first step in the journey of becoming an analyst. The course put me through foundation definitions and terms which are extremely clear and informative. I definitely recommend this course for those who have just started learning about this amazing field. This course may take you a long way but it is all worth it. 
",foundations-data
2021-05-13,JOEL A,5,0,"I recommend every one with Understandable English knowledge to take this course and start a new path in your Career.
Whole course is absolutely for beginners and if u concentrated you'll not feel bore , Google didn't stopped with teaching they designed this course to check ourself too so when I get 100% in assesment I feel proud and happy about this. Thankyou Google for this wonderful opportunity.",foundations-data
2021-06-27,Al C,5,0,"A very gentle introduction into Data Analytics.  I would think the ideal audience would be those who do not have any experience with this topic.  Although I could have skipped this first course, I finished all of the course work because I wanted to see the quality of the instruction material.  I was impressed.  Looking forward to finishing the program and learning a few new things along the way.",foundations-data
2021-06-02,Annaam B,5,0,"This is my first online course, first time studying Data Analysis and also my first time completing an online course. I absolutely love the way the course has been structured - super interactive with short videos, interesting reading materials and quizzes to keep me going. I loved it and I'm looking forward to completing all the 8 courses in this series to kick start my career as a Data Analyst!",foundations-data
2022-07-29,Abhay D,5,0,"This course is a great beginning if you are stepping into your journey of data analysis.
I really love how each and every content of this course is connected and well-informative.
I don't feel bore at any point in the course. They have tried their best to keep us interactive during the whole curriculum. 
If you want to start on your journey of data analysis, I highly recommend you to go with this. ",foundations-data
2022-09-30,Minali a,5,0,I​ am glad that i have completed this course effectively. The way of delivering every lessons meticulously and deligently. Thanks for the opportunity to grab this course and make me understand to be determined with Data analyst process. This course was really helpful to get insight of  Data analyst tour and also i learned many analytical tools which build my skills and makes me more confident. ,foundations-data
2022-05-24,Rahul A,5,0,Tony was a great instructor. Got tons of knowledge and understanding about the DA world from this foundational course. The course was very inclusive of people and students being from any background and no matter what their experience in this field is. Learned a ton and feeling motivated to move forward and finish the rest of the course. Thanks to Tony again for being such a great instructor.,foundations-data
2022-07-28,asha r S,5,0,This course opened a lot of new insight about data analytics. What really touched my that instroctor  made me feel that they empathize with me as a new learner of a language and tools. They not only eloquently explained the topics but here and there they incorporated their personal experience in the data analytics too. Basic of Data analytics are very much cler in my mind after this course.,foundations-data
2022-07-18,Cleiton C,5,0,"💞 I LOVE GOOGLE , the courses and opportunities you offer. You don't know me, know that GOOGLE courses and training platforms have the same life. Today I am successful and I am happy.!!! 🏆

I am immensely GRATEFUL to GOOGLE and the team of Devs who are behind these educational works and projects. 💝✨🥷👩‍💻✍️

Thank's!!!
Cleiton Corrêa- Senior Engineer Software - 
Bauru/São Paulo - Brasil",foundations-data
2022-01-12,Tammy C,5,0,"Wonderful beginner's course!  Was very thorough and I felt comfortable as a beginner.  I was able to follow along easily and it was nice to go at my own pace.  I would recommend this course to anyone just starting out in the data analysis field, or with little knowledge of it.  The course touches on some basics while preparing you for the next courses in the series.  I enjoyed it very much. ",foundations-data
2021-10-01,samuel k,5,0,"Its very elaborate, hands on and the practical application of what you learn is very effective and brings one to want to learn more. Toney the primary instructor too is very easy to understand and good at capturing and keeping the attention on himself and what he has to say. I would advise anyone to take part of this course as it is the future and google has made it very easy to understand.",foundations-data
2021-03-25,Valentina S ,5,0,"The course gave me a good understanding of data analysis and the phases of the analysis process. 
Working through the data journal and reading tasks helped me to vary and assimilate information. I will be able to apply the exercise at work when I'll run any analysis. 
The course is a very basic level though which could be time-consuming for someone that does spreadsheet work on a daily basis. ",foundations-data
2022-04-16,Kimberly L,5,0,"I enjoyed this course! I was skeptical about online learning, but I felt prepared for every couse chanllege I took. I love that the challenges are open book and that the format of the course mixes it up by videos, readings, and activities. It feels like actual school work, rather than just online school (in a good way!). Also, loved the course insturctor. 
I felt motivated to keeping going!",foundations-data
2022-03-23,Nguyen T P,5,0,"My first step in to Data World. This is all I expect from the course. Course 1 already guided me to understand variety of new concept of Database, SQL, Data Life Cycle, Data Analysis Process. It's abundantly helpful especially for me - the newcomer of Data Analytics. From this milestone, I hope I keep motivation to step foward and become a real data analyst. Thank you ,Google and Coursera!",foundations-data
2022-06-19,Carina P,5,0,"Really helpful content with very nice structure! Just the 2 questions I first missed on the course challenge, weren't really discussed in the material: 
- Data visualization: different types of graphs, how and where to use them.
- More details on what exactly you would do to clean up the data when processing it. The content mentions the goal, but never really the steps or what you would do.",foundations-data
2021-09-20,Nasra S,5,0,"An amazing course that is both interesting and well-constructed. The information is quite insightful, and it makes no difference if you have no prior knowledge of data; once you join the course, you will learn and be taught in a manner that is not too difficult or hard to comprehend. I would highly recommend this course from Google it has been such a fun and enriching learning experience.",foundations-data
2021-10-16,Tushar A S,5,0,"Being from Mechanical Engineering background, I was very new to any of it. But I enjoyed learning everything with so much of ease. The course is structured like you are taking training and guidance in-person at Google itself. 
Even if you are not inspiring to be Data analyst or so, this course can still teach you a lot more important things, that will be useful in your professional life.",foundations-data
2021-12-05,Rose L A B,5,0,"The course is very structured and very beginner-friendly. It shares information in a way that is very understandable and enjoyable. The different teaching methods like videos, reading and self-reflections are great tools to make the knowledge stick very effectively. I highly commend the team who conceptualized this course and looking forward to learning more from Google Team! Thank you!",foundations-data
2021-09-19,Patrick P,5,0,Great foundational course for those that are just getting into Data Analytics or for those like myself that just want to get a refresher. I technically could have skipped and went straight to Course 2 after the assessment but I'm glad I did it anyways! It helped me to refocus and reminded me of things that can fall to the wayside over time. I feel renewed and ready to tackle the next!!!,foundations-data
2022-07-28,Juan S G P,5,0,"I​t is one of the best courses I have ever taken, the way it take you into the information that they want to deliver is amazing, they really want you to learn, not as usual with learning, that they show you how hard is something and begin from there.
I​n this particular case, tI have been in data analytics courses before, even in a classroom, but never get more engaged as with this one.",foundations-data
2022-07-15,Mathi L,5,0,"""Foundations: Data, Data, Everywhere "", I love this course. I liked the way they gave wide examples for everything, visualization usage, expertise, people's advice, everything. Learning about real world problems and those solutions from experts help me to view those topics so deeply and clearly. Looking forward to the next upcoming course ""Ask Questions to Make Data-Driven Decisions "".  ",foundations-data
2022-05-19,Jonitra S,5,0,"This course is a great overview into the Data Analytics world. I decided to complete it within the trial week so that I can see if this was the route that I wanted to go. It touched on a bunch of different topics as well as offering a general knowledge of data. This is perfect for someone who is looking to change careers or for a college student who wants to learn more about the field. 
",foundations-data
2022-05-04,Ken H,5,0,"Good overview of whats about to come in the course. I liked the idea of reverting back to the overall goal of getting a job right after the technical dive into SQL and Visualizations.  My one complaint is that when the SQL and coding comes into play heavily in the courses, it would be great to download the notes. Instead, i downloaded the example pictures and retyped them into my notes",foundations-data
2022-04-25,PB S ,5,0,"It's an awesome course that tells all the minute differences and importaces of various aspects from analytics to analysis and differences between a data analyst and data scientists, importance of asking questions, processing of data, ethically using data, importance of subject matter experts, destroying data and much more, great course if you are into data or getting started with data.",foundations-data
2022-03-20,wasif j,5,0,"This course is a great intro to data analytics skill. It introduces tools such as spreadsheets and SQL. The course is very comprehensive and encourages you to learn things on your own, like building the habit of creating your own journal and polish your analytical skills. Getting the certificate is easy but it's more important spend some time to do all the homework to gain the skills.   
",foundations-data
2021-09-16,Rosalie Y S,5,0,"An excellent refresher for some topics for me and at the same I learned new things, as well.  I like the combination of videos, readings, and additional reading resource materials.  Quizzes and challenges are a great way to review and think about what I have learned.  It is also good that you explain why the answer is correct or wrong.  Looking forward to proceeding to the next course. ",foundations-data
2021-07-18,Xin H N,5,0,"This course has helped me develop a better understanding of data analysis and spark my interest in becoming a data analysis someday. The instructor explains things in a very direct and easy-to-understand manner. Also, the extra notes/materials given are very useful. So far, it's been fun learning the course and I can't wait to complete the other courses of the professional certificate.  ",foundations-data
2022-09-28,naveen p,5,0,I​t helped me a lot to get basic insights into the world of data analytics . I am really thankful to google for creating such an amazing course for all the students who thrive for the best knowledge gain resource from the ocean of resources. They are teaching us from scrap and making us to reach top of skyscrappers.......Happy to join this course and very much excited to complete this,foundations-data
2022-07-08,Leinard D T,5,0,"This course was quite interesting, and I learned a lot about data analytics. The course was presented in a very structured way, and the topics were explained clearly. The tasks were also extremely useful in better grasping the ideas. Overall, it was a fantastic learning experience. This will be a valuable skill in my career as I continue to grow and develop my knowledge in this field.  ",foundations-data
2021-07-01,Gaurab R,5,0,"Very well designed and well structured course. The course used reinforcement learning technique by repeating the most important concept of this course. The most important concept of this course was to understand the six phases of data analysis. These phases in chronological order are Ask, Prepare, Process, Analyze, Share, and Act. See I Remember these which mean the course is awesome. ",foundations-data
2022-08-16,Juan M,5,0,"La voy a escribir en español por si alguien que hable mi idioma vé esto.
Tremendo curso ! por lo menos en primera instancia me mantiene entretenido, ademas que los videos grabados entregan casos reales y ejemplos aplicables a la realidad, eso sin duda ayuda a mantenerse activo y a seguir aprendiendo.
Para los aún siguen aprendiendo ingles como yo.. es ""reach two target with one shoot"".",foundations-data
2022-07-06,ASHLEY A,5,0,The Foundation course of Google data analytics was excellent. I was able to learn all the fundamentals of data analytics and the way Google arranged this course was worth to be appreciated. Case studies was one of my favourite part in this course. I also liked the way the tutor explained in this course. After completing this course now I am curious to start next one and explore more.,foundations-data
2021-06-11,Toulik D,5,0,"It's really one of the best courses of Coursera! I really enjoyed to solve problems and participate in different conversations throughout the course. Looking foreword to keep up with next coursers of Google DA, Thanks For all those efforts Team! And wish this review help Coursera team data analysis process of the DA course, and Google sign up more such collaborations with Coursera ;)",foundations-data
2021-05-19,Jessica C,5,0,"I enjoyed this course. I am new to data analytics but very familiar with excel sheets, databases, and SQL so it was pretty quick and easy for me to get through. I especially enjoyed the information on the different types of analytics jobs and the insights into how to interview. I am hoping that through this I can get more hands on with what day to day life is like for a data analyst. ",foundations-data
2022-08-17,Michael P,5,0,"Fantastic course! Love the entire experience. The speakers are inspiring, the content is thorough and engaging, the tests and practice quizzes cover the content really well and the learning logs and discussion forums enablke you to apply what you're learning and participate in feedback discussions.
It's just a wonderfully set up online learning experience. So happy to have enrolled!",foundations-data
2022-06-04,Muhammad J,5,0,"I am extremely amazed how elaborative this course was. It was one of the best online learning experience for me. There is so much covered in this course but it was all so subtle that you do not feel like you are bieng pushed to move forward. Infact, it was made so interesting that you keep moving with the flow, all the while effectively absorbing everything. Great Job team Google.",foundations-data
2021-08-22,nawaz a,5,0,"Finally, I'd like to express my gratitude to all of the teachers who contributed to this resource. This is the most comprehensive data analytics course I've ever taken.
While getting the correct answer after a quiz is fantastic, it would be even better if the following line included a link to the information, when answer is incorrect, as some of the answers were difficult to find.",foundations-data
2021-06-16,Nikita R,5,0,"The Foundations: Data, Data, Everywhere course is a great introduction to Data Analytics and how data is used in beneficial ways to drive data-informed business decisions.  This course also shows the varied job titles and type of work data analyst perform in all kinds of different industries. Above all, Data Analytics is a valuable tool for personal and business life improvements.",foundations-data
2022-02-08,Mariam U,5,0,"This course gave me the perfect insight to beginning my journey as a Data Analyst. And i must say it was a very interesting and educating course at the same time fun and understanding.
Thanks to the instructor Tony,such a brillant orator ,thank you for making this course very explanatory.
Looking forward to taking the next course to the very last.
Thank you Google
Thank you Coursera.",foundations-data
2021-04-27,Prakash S,5,0,I could not believe how important this course has been. It was more than just a refresher of the basics but helped me building the mindset of how data is been viewed by analysts and the stories of different people of how they viewed data in life ignited my passion for data analysis. It has been the right decision to opt for this course and is more than what I initially expected.,foundations-data
2022-05-18,Stephen O,5,0,"It was really a great experience to enroll in Google Data Analysis program and learn data analytics,  by attending Online Lectures from different experienced professionals, hands-on practicals/training, discussion forums, and real-life business scenario-like questions that impact rightful knowledge and skills that will help in my career path as a data analyst. Highly recommend.",foundations-data
2021-12-30,Ankit P,5,0,"I really enjoyed doing this course. The instructor has made this course so amazing and engaging that, I never felt bored or confused during the course. Also the course structure has been designed in such a way that I never felt overwhelmed. 
I am motivated to pursue the next course in the pipeline. Thanks Goggle and the instructors for providing this wonderful course. 
Best 
Ankit",foundations-data
2022-08-03,Ringgold P A,5,0,"I did not expect it to be this great! As a transitionist (academe to data science), the things I have learn here is very helpful. The course does not only talk about the subject matter (data analytics) but it also provide information on how to start and build a career in data science. This portion is usually left out in most courses as they only focus on data analytics topics.",foundations-data
2022-03-21,Berat F K,5,0,"It was a good introductory course, teaching me a data analyst's mindset and key concepts that a data analyst should know and apply to their works. I think 5 week is too long for this course, giving 2 hours a day is enough to complete it in one week. Overall, I am happy with the course and thank you for everyone involved in this for their time and effort. Keep up the good work!",foundations-data
2021-07-22,Vicky C,5,0,"Provide you good understanding on data collection and analysis. Also touch on a little bit on SQL. 
The course is relatively easy for me, probably only provides 20% of new knowledge to me, as my  previously work experience requires to read data and make data driven decisions. If you previous professional experience has nothing to do with data this may be helpful course to take!",foundations-data
2022-07-10,Pritish J,5,0,"This course is good in getting understand the basic and beginners concepts of Data and Data Analysis process. Everything was explained and taught very clearly and its Learning Log, Self-Reflection and Practice Quizzes helped alot in building knowledege. 5 stars for the course. Course is for beginners who do not know anything about Data Analytics and also who just know little. ",foundations-data
2022-06-28,Tanveer S B,5,0,"The course gave me excellent insight into what Data Analysis entails, what it means to be a Data Analyst, the kind of business problems I can help solve, and the impact I can have on people's lives (which is so important!).  It also gives you some great advice on how to look for your first Data Analytics job and the things to keep in mind, which I found quite helpful as well. ",foundations-data
2022-06-25,Kestutis D,5,0,"This course gave a broad explanation of Data Analysis and went in depth on the steps, procedures, and ethics of analizing data. For somebody like me, who never knew anything about Data Analysis and hasn't worked with databases and spreadsheets, this course helped me understand core skills I would need to learn more about various tools and steps of being a Junior Data Analyst.",foundations-data
2021-10-10,Swaditraj K,5,0,"A great introduction to the fundamentals of Data analytics. The course gave a basic introduction of what a data analyst is, what are the skills that an analyst would require and what are the opportunities available for a Data analyst. The course does not require any background knowledge or experience related to Programming or Analytics. A must recommended course for beginners",foundations-data
2021-09-20,Aditya C,5,0,It was such an enriching experience for me to learn from people who are working with the most esteemed organization in the world. Coursera and Google made our lives easier by creating such a beautiful platform to learn and perform at the same time. I am so much grateful to all the people who are involved in my learning. I wish that god may fulfill all their wishes. Thank You!,foundations-data
2021-04-18,Kanika M,5,0,"This course will make you understand the basic of the data analytics and what does a data analyst do, the job responsibility and roles of an analyst in so much detail and makes it so interesting that you will become so eager to just quickly learn and grab a job in the same field. Thanks to Tony for making this understand that data analysts as a job is so interesting and cool.",foundations-data
